id,price,num_subscribers,avg_rating,num_reviews,num_comments,num_lectures,content_length_min,category,subcategory,language
10318,49.99,1245,4.2,47,15,139,,Design,Design Tools,English
10620,179.99,1168,4.55,217,41,71,,Development,Web Development,English
10320,49.99,741,4.35,43,13,81,518,Design,Design Tools,English
10317,49.99,1175,4.15,157,57,160,,Design,Design Tools,English
10321,49.99,4132,4.55,512,144,108,,Development,Programming Languages,English
10449,49.99,52515,4.332344,8382,1305,323,,Teaching & Academics,Language Learning,English
10723,0,95977,4.5,488,119,148,634,Design,Design Tools,English
10967,19.99,341,4.2,18,9,25,129,Marketing,Marketing Fundamentals,English
10629,44.99,178,3.7142856,7,2,10,102,Development,Database Design & Development,English
10681,74.99,22098,3.8,479,117,38,722,Development,Programming Languages,English
10971,19.99,743,4.3,87,22,33,,Business,Sales,English
10935,4,378,3.7,74,6,17,,Business,Business Analytics & Intelligence,English
10973,19.99,121,4.6,5,0,21,,Business,Entrepreneurship,English
10722,0,59656,4.2,629,157,157,,Design,Design Tools,English
10812,19.99,104329,4.6842103,24946,4281,509,,IT & Software,IT Certifications,English
10964,19.99,104,4.05,10,1,21,,Business,Entrepreneurship,English
11152,49.99,3048,4.5,420,93,115,,Development,Programming Languages,English
11331,0,294159,4.4850745,18498,4227,21,,Marketing,Search Engine Optimization,English
11197,54.99,1612,4.45,163,55,48,,Development,Programming Languages,English
11305,19.99,9643,3.85,128,,49,,Development,Programming Languages,English
11051,19.99,1578,4.35,339,137,30,,Development,Web Development,Spanish
11418,49.99,9423,4.3,610,153,78,,Teaching & Academics,Language Learning,English
11153,49.99,7244,4.2,,62,62,266,Development,Web Development,English
11670,189.99,1001,3.85,74,45,44,,Business,Media,English
11475,99.99,34064,4.4291496,2885,800,523,,Development,Web Development,English
11922,59.99,726,4.3,44,22,55,265,Design,Web Design,English
12123,999.99,32834,4.8428574,570,93,280,1615,Development,Database Design & Development,Turkish
12226,0,58981,4.7352943,968,202,54,373,Development,Game Development,English
11967,49.99,808,3.1,14,8,80,455,Office Productivity,Google,English
12137,0,19238,4.1,709,143,27,,Business,Industry,English
11777,29.99,366,4.25,49,23,20,,Business,Media,English
12196,59.99,6411,4.55,601,287,26,,Marketing,Search Engine Optimization,English
12892,0,11808,4.25,401,60,17,293,Teaching & Academics,Humanities,English
12124,0,15448,3.590909,247,32,32,,Office Productivity,Oracle,Turkish
12248,89.99,32813,4.107595,2824,,44,,Marketing,Content Marketing,English
12256,0,18501,4.05,251,41,32,,Marketing,Social Media Marketing,English
12928,19.99,271,3.5,33,20,13,,Business,Media,English
12855,49.99,6036,4.1,193,86,114,,Design,Web Design,English
12943,0,14657,4.15,373,56,16,,Teaching & Academics,Other Teaching & Academics,English
12999,0,8657,4.7,302,27,25,null,Teaching & Academics,Social Science,English
13034,0,155952,4.461353,10605,2312,30,380,Business,Operations,English
13216,34.99,393,4.6,65,24,70,315,Music,Instruments,Spanish
12975,199.99,2289,4.15,248,56,142,1384,Development,Web Development,English
13019,0,127593,4.392157,4675,871,15,415,Business,Business Strategy,English
13662,19.99,397,4.65,49,12,50,1138,Personal Development,Career Development,English
13819,24.99,3555,3.8,93,23,19,126,Business,Industry,English
13391,0,80569,4.5405407,,856,11,148,Teaching & Academics,Social Science,English
14038,29.99,451,4.6,16,8,52,313,Development,Mobile Development,English
13888,19.99,453,4.05,15,6,44,259,Design,Design Tools,English
13896,19.99,703,4.9,30,7,20,105,Lifestyle,Arts & Crafts,English
14207,29.99,457,4.35,56,22,14,,Personal Development,Parenting & Relationships,English
14219,49.99,39,3.3,15,2,5,,Business,Other Business,English
14178,0,25874,4.5,482,115,6,,Design,Web Design,English
14284,49.99,911,4.15,128,39,28,,Business,Communication,English
14255,0,29646,4.71875,5085,949,24,141,Design,Design Tools,Simplified Chinese
14706,19.99,582,4.3,42,19,19,,Marketing,Content Marketing,English
14346,139.99,8821,4.445578,1131,209,126,,Development,Programming Languages,English
14434,0,9196,4,92,20,7,,Design,Design Tools,English
14766,49.99,204,4.4,29,11,122,859,Design,Design Tools,English
14571,49.99,3136,4.45,102,38,67,,Development,Web Development,English
14978,19.99,1534,4.1,177,40,12,,Business,Entrepreneurship,English
15044,0,92362,4.45,1353,213,18,,Business,Entrepreneurship,English
15036,0,119396,4.6538463,4242,762,27,,IT & Software,IT Certifications,English
14828,49.99,36,3.625,4,3,42,,Development,Web Development,English
14806,49.99,780,3.357143,null,,32,,Business,Management,English
14921,49.99,166,4.3,20,9,107,633,Design,Design Tools,English
14727,49.99,87,3.7,10,5,106,,Design,Web Design,English
15285,19.99,25857,3.75,340,96,17,,Development,Web Development,English
15104,49.99,599,4.8,21,6,98,,Design,Design Tools,English
15267,24.99,6562,4.25,1039,318,61,,Lifestyle,Home Improvement & Gardening,English
15215,24.99,1211,4.4,82,18,7,,Personal Development,Personal Brand Building,English
15305,49.99,5025,4.196429,604,126,90,,Business,Management,English
15392,34.99,15652,4.681818,1913,640,54,,Photography & Video,Photography,English
15611,39.99,3814,4.85,196,43,25,,Design,Graphic Design & Illustration,English
15467,54.99,635,4.1,49,16,19,,Design,Graphic Design & Illustration,English
15464,34.99,72,5,1,0,7,,Business,Entrepreneurship,English
15459,29.99,138,4.285714,7,null,7,,Business,Entrepreneurship,English
15329,49.99,19865,3.15,55,25,103,null,Design,Web Design,English
15574,19.99,506,4.15,86,37,11,58,Lifestyle,Arts & Crafts,English
15366,29.99,839,4.3,92,25,19,418,Office Productivity,Microsoft,English
15576,0,74061,4.404412,1998,470,35,294,Marketing,Social Media Marketing,English
15620,39.99,12177,4.65,,353,68,247,Design,Design Tools,English
15639,0,210056,4.206897,6445,1436,19,119,Design,Design Tools,English
15943,19.99,1215,4.4,161,88,211,921,Development,Web Development,English
15794,199.99,19365,4.428571,2180,715,103,526,Teaching & Academics,Online Education,English
16082,19.99,78,5,6,2,18,60,Development,Web Development,English
15892,34.99,28387,3.7,191,67,87,1133,Marketing,Affiliate Marketing,English
15742,19.99,85,4.4,16,5,6,,Lifestyle,Arts & Crafts,English
16052,19.99,1790,3.65,33,8,22,63,Teaching & Academics,Language Learning,English
16151,19.99,10764,4.703704,740,88,23,,Development,Web Development,English
15767,19.99,178,4.35,24,12,7,,Lifestyle,Arts & Crafts,English
15937,49.99,544,4.4,21,13,20,62,Development,Web Development,English
16429,49.99,44776,4.715909,7998,,457,,IT & Software,IT Certifications,English
16167,49.99,7744,4.05,160,37,90,,Development,Database Design & Development,English
16170,0,58300,4.6,1319,240,20,,Teaching & Academics,Math,English
16417,34.99,179,3.8125,8,2,32,,Development,Web Development,English
16481,19.99,170,4,22,11,150,,Development,Web Development,English
16577,0,15323,4.5,146,49,19,,Marketing,Social Media Marketing,English
16574,0,86259,4.05,1232,283,21,184,Marketing,Search Engine Optimization,English
16621,24.99,281,3.65,31,12,16,,Business,Other Business,English
16609,44.99,2001,4.4411764,232,91,48,102,Business,Other Business,English
16799,49.99,144163,4.4418607,5112,1065,79,759,Design,Design Tools,English
16706,99.99,163,4.8,14,10,9,49,Lifestyle,Esoteric Practices,English
16714,19.99,506,4.25,49,11,10,36,Design,Graphic Design & Illustration,English
16646,49.99,35829,3.95,,108,53,239,Development,Web Development,English
16630,49.99,192,4.2,5,2,29,300,Marketing,Marketing Analytics & Automation,English
16636,1,15519,3.75,221,47,119,442,Development,Programming Languages,English
16823,0,16682,4.25,167,,11,153,Personal Development,Career Development,English
16715,34.99,1581,3.95,177,35,21,null,Business,Business Analytics & Intelligence,English
17109,34.99,401,4.65,83,,32,276,Personal Development,Parenting & Relationships,English
16961,19.99,4682,4.366667,564,,111,2157,Teaching & Academics,Humanities,English
17029,59.99,7319,4.488506,590,142,27,178,Business,Sales,English
16921,19.99,28685,3.5,57,20,15,172,Personal Development,Career Development,English
17164,49.99,24933,4.3,133,48,60,,Office Productivity,Microsoft,English
17035,189.99,1145,4.15,183,56,39,,Business,Sales,English
17158,19.99,3873,3.2,32,21,46,,Marketing,Marketing Fundamentals,English
17182,84.99,407,3.05,23,8,68,,Marketing,Digital Marketing,English
17257,49.99,297,4.15,13,8,53,,Office Productivity,Microsoft,English
17193,49.99,663,4.05,42,11,55,260,Office Productivity,Microsoft,English
17173,94.99,657,3.7,45,16,10,88,Design,User Experience Design,English
17261,49.99,1828,4.55,122,40,75,430,Office Productivity,Microsoft,English
17244,49.99,647,4.5,21,12,75,,Office Productivity,Microsoft,English
17349,0,105937,3.75,3019,943,22,154,Design,Graphic Design & Illustration,English
17263,49.99,3974,4.4,118,38,101,,Office Productivity,Microsoft,English
17169,49.99,282,3.0833333,6,2,48,,Office Productivity,Microsoft,English
17262,49.99,1923,4.35,54,null,144,,Office Productivity,Microsoft,English
17448,99.99,510,4.15,27,10,23,,Marketing,Branding,English
17399,49.99,5495,4.8,389,117,112,,Office Productivity,Microsoft,English
17387,49.99,412,4,31,14,27,,Design,User Experience Design,English
17441,0,23724,4.75,161,28,12,,Marketing,Social Media Marketing,English
17279,19.99,13303,3.95,118,43,17,,Design,Design Tools,English
17482,0,43345,4.2,2537,541,10,,Design,User Experience Design,English
17615,49.99,1927,4.5,347,100,71,,Development,Database Design & Development,English
17503,0,113697,4.730769,,320,7,,Development,Programming Languages,English
17648,0,42619,4.3,1459,512,24,null,Lifestyle,Arts & Crafts,English
17492,19.99,360,3.95,35,10,54,162,Development,Database Design & Development,English
17512,49.99,4369,4.8,110,29,152,616,Office Productivity,Microsoft,English
17704,24.99,2,0,0,0,9,57,Teaching & Academics,Math,English
17708,34.99,79617,3.75,657,190,39,459,Personal Development,Personal Transformation,English
17782,99.99,13032,4.4937215,2995,344,21,,Business,Business Strategy,English
17683,49.99,520,3.35,78,26,41,,Design,Design Tools,English
17937,19.99,349,4.05,15,5,36,,Design,Game Design,English
17922,34.99,3962,4.8,341,106,89,,Music,Instruments,English
17844,44.99,45,3.5,3,0,11,,Business,Entrepreneurship,English
17963,34.99,124,4.571429,7,2,67,,Health & Fitness,Meditation,English
17789,19.99,376,4.7,33,13,48,,Health & Fitness,Yoga,English
18237,34.99,18195,4.5454545,2404,503,93,,Development,Programming Languages,English
18181,49.99,619,4.410714,158,45,28,111,Teaching & Academics,Teacher Training,English
18212,94.99,12005,4.5318794,2465,423,31,,Office Productivity,Microsoft,English
17745,49.99,327,4.4,10,1,121,589,IT & Software,Network & Security,English
18273,49.99,205,3.5,5,2,34,229,Health & Fitness,Yoga,English
18276,19.99,1099,3.65,85,31,61,,Development,Programming Languages,English
18438,49.99,7132,4.55,490,169,174,,Design,Design Tools,English
18321,19.99,828,4,110,32,11,106,Teaching & Academics,Humanities,English
18362,19.99,1469,4.45,143,53,66,191,Design,Design Tools,English
18573,19.99,2465,4.45,372,64,14,,IT & Software,IT Certifications,English
19262,0,52810,4.55,88,18,9,,Music,Music Software,English
18656,29.99,6329,4.46875,953,164,89,1050,Teaching & Academics,Language Learning,English
18719,49.99,1169,4.65,97,25,40,75,Lifestyle,Pet Care & Training,English
19009,199.99,572,4.15,58,15,59,,Marketing,Marketing Analytics & Automation,English
19164,94.99,2911,3.9,92,24,55,,Design,Graphic Design & Illustration,English
19063,29.99,1457,4.9,214,63,58,210,Design,Design Tools,English
19260,19.99,1468,4.05,58,19,24,,Development,Web Development,English
18664,24.99,524,4.1,26,7,70,,Health & Fitness,Yoga,English
18617,0,80037,4.285714,6068,1149,46,229,IT & Software,IT Certifications,English
18590,99.99,547,4.5,102,28,38,,Business,Other Business,English
18488,99.99,550,4.8,111,31,39,373,Business,Management,English
18569,99.99,221,4.5,23,8,24,,Business,Sales,English
18448,49.99,2633,4.2,170,77,101,,Development,Web Development,English
19315,99.99,93,4.05,19,9,32,,Lifestyle,Pet Care & Training,Spanish
18652,74.99,10515,4.35,26,7,58,,Development,Mobile Development,English
19112,24.99,5718,4.5526314,653,121,97,1778,Teaching & Academics,Humanities,English
18643,39.99,64,4.85,16,3,17,,Teaching & Academics,Teacher Training,English
19419,34.99,9536,4.45,775,258,18,308,Photography & Video,Digital Photography,English
19332,199.99,91379,4.484985,,1433,789,4013,Development,Web Development,English
19387,34.99,869,3.95,101,27,38,149,Development,Web Development,English
19422,34.99,1332,4.65,241,79,37,154,Development,Web Development,English
19331,39.99,6440,3.15,19,9,31,null,Personal Development,Career Development,English
19613,0,27053,4.5,550,59,134,925,Teaching & Academics,Math,English
19603,49.99,48718,4.35,539,142,125,746,Development,Web Development,English
19615,19.99,431,3.05,24,8,18,100,Development,Game Development,English
19729,74.99,5699,4.5,221,74,19,,Photography & Video,Digital Photography,English
19530,24.99,529,3.75,28,8,27,293,Music,Music Production,English
19450,19.99,1534,4.2,132,null,29,,IT & Software,IT Certifications,English
19658,24.99,236,4.4,10,4,71,,Office Productivity,Microsoft,English
19401,29.99,527,4.05,53,20,40,201,Development,Web Development,English
19788,29.99,23604,4.35,139,49,70,795,Development,Mobile Development,English
19582,19.99,1411,4.2,72,15,24,98,Design,Design Tools,English
19636,19.99,419,3,25,11,26,154,Development,Mobile Development,English
19644,24.99,668,4.35,15,7,18,160,Design,Design Tools,English
19804,49.99,920,4.2,49,27,26,396,Business,Media,English
19910,29.99,159,4.6,18,5,11,,Health & Fitness,Yoga,English
19645,44.99,24652,4.4603066,5883,780,43,103,Personal Development,Influence,English
19473,49.99,310,3.85,36,9,10,,Music,Music Production,English
19878,0,3065,4.4,78,14,8,50,Design,3D & Animation,Arabic
20089,94.99,2544,4.3,81,36,74,1402,Marketing,Digital Marketing,English
20122,19.99,131,4.7,24,19,65,,Marketing,Digital Marketing,English
19958,94.99,224,4.05,15,4,52,131,Business,Sales,English
20241,49.99,436,4.230769,112,26,66,171,Business,Operations,English
20196,49.99,94,4.15,16,3,104,,Business,Communication,English
20282,49.99,882,4.1,64,28,34,,Marketing,Content Marketing,English
20149,0,24378,3.7142856,809,137,46,447,Marketing,Social Media Marketing,English
19917,189.99,206,4.25,15,8,33,,Design,Web Design,English
20176,19.99,88488,4.266667,3310,621,38,,Marketing,Social Media Marketing,English
20365,94.99,49027,4.432258,9164,1331,133,,Office Productivity,SAP,English
20150,19.99,2348,3.55,19,5,55,197,Design,Graphic Design & Illustration,English
20320,24.99,20731,3.9,68,19,28,312,Health & Fitness,Yoga,English
20355,49.99,1188,4,40,17,143,545,Design,Design Tools,English
20366,0,149725,4.3,2656,518,23,272,Development,Mobile Development,English
20185,24.99,1894,4.2,227,69,47,,Finance & Accounting,Investing & Trading,English
20550,94.99,690,4,,25,14,,Design,User Experience Design,English
20305,24.99,1263,4.85,199,42,65,247,Health & Fitness,Fitness,English
20420,0,4727,4.95,109,41,26,,Lifestyle,Arts & Crafts,English
20570,99.99,4831,4.35,186,31,51,,IT & Software,Network & Security,English
20461,29.99,11702,4.4,853,354,42,,Design,Graphic Design & Illustration,English
20600,0,40677,4.6,391,112,9,100,Photography & Video,Commercial Photography,English
20661,19.99,553,3.8,66,31,22,,Personal Development,Religion & Spirituality,English
20548,74.99,3800,4.1,66,32,63,,Design,Design Tools,English
20611,49.99,13956,4.05,1684,427,90,487,Office Productivity,Microsoft,English
20869,0,70043,4.242424,3249,566,42,569,Marketing,Search Engine Optimization,English
20743,89.99,6533,4.35,245,77,25,183,Business,Communication,English
20865,19.99,250,3.25,13,8,41,,Development,Mobile Development,English
20945,0,12490,4.35,139,26,13,,Design,Design Tools,English
20954,29.99,353,3.5,36,13,8,,Development,Programming Languages,English
20702,49.99,324,4.5,25,13,37,163,Business,Media,English
20752,19.99,5373,4.35,23,8,12,101,Marketing,Marketing Fundamentals,English
21038,0,26916,4.4384613,656,128,46,455,Marketing,Social Media Marketing,English
20991,0,26741,3.85,513,97,44,,Marketing,Social Media Marketing,English
21042,0,10513,4.7,108,14,38,244,Business,Human Resources,English
20762,49.99,14837,4.45,375,138,79,377,Office Productivity,Microsoft,English
20971,19.99,225,4.65,11,7,16,,Health & Fitness,Fitness,English
21040,0,12934,3.5,127,24,41,,Marketing,Social Media Marketing,English
21056,19.99,113,4.7,11,2,33,193,Development,Web Development,English
21039,0,41307,4.45679,1411,288,34,302,Marketing,Social Media Marketing,English
21037,34.99,53,5,3,3,54,,Marketing,Video & Mobile Marketing,English
21041,49.99,577,4.6,89,20,88,519,Design,Design Tools,English
21256,39.99,2694,4.3,190,67,128,419,Health & Fitness,Fitness,English
21109,24.99,1016,4.1,96,22,41,528,Design,Interior Design,English
21092,24.99,241,3.95,34,11,16,24,Business,Communication,English
21059,74.99,16258,3.8,74,14,63,,Development,Programming Languages,English
21257,94.99,4732,4.3,331,102,202,2005,Photography & Video,Commercial Photography,English
21043,0,25330,4.35,487,117,47,,Marketing,Content Marketing,English
21255,29.99,1475,4.85,140,46,52,,Lifestyle,Arts & Crafts,English
21267,39.99,802,4.25,66,32,8,148,Health & Fitness,Yoga,English
21365,19.99,113,4.75,6,1,10,,Health & Fitness,General Health,English
21364,99.99,8482,4.3,293,93,85,,Health & Fitness,Yoga,English
21386,0,151660,4.3,3395,890,22,,Development,Web Development,English
21440,49.99,159,4.4166665,,5,147,,Design,Web Design,English
21459,19.99,184,4.25,20,6,52,,Office Productivity,Microsoft,English
21282,19.99,527,3.7,38,14,28,,Development,Programming Languages,English
21460,149.99,13654,4.45,980,328,20,,Photography & Video,Other Photography & Video,English
21323,49.99,24672,4.25,2006,null,94,372,Development,Programming Languages,English
21503,29.99,280,4.6,34,9,12,147,Health & Fitness,Yoga,English
21526,39.99,3057,4.25,270,84,31,357,Design,3D & Animation,English
21113,44.99,303,4.5,12,6,23,121,Business,Operations,English
21477,49.99,10775,4.75,964,295,116,,Design,Design Tools,English
21564,49.99,341,4.05,11,6,72,,Development,Web Development,English
21609,19.99,508,3.9,83,27,14,,Lifestyle,Home Improvement & Gardening,English
21583,179.9,600,4.508929,259,50,176,699,Personal Development,Career Development,Portuguese
21993,19.99,1170,4.75,100,36,47,,Design,Graphic Design & Illustration,English
21660,99.99,695,4.55,50,21,42,,Office Productivity,Microsoft,English
21799,34.99,504,3.85,12,7,40,,Marketing,Video & Mobile Marketing,English
22062,34.99,738,3.9,67,28,19,165,Development,Programming Languages,English
22046,39.99,1150,3.85,15,3,29,,Personal Development,Career Development,English
21998,19.99,208,4.25,18,6,17,,Teaching & Academics,Language Learning,English
21529,29.99,206,4.1,34,14,12,,Photography & Video,Other Photography & Video,English
22169,0,264491,4.362832,12757,1916,16,178,Development,Programming Languages,English
21673,19.99,240,4.15,13,6,17,,Design,Web Design,English
22392,19.99,1494,3.85,32,11,76,,Design,Design Tools,English
22008,19.99,219,4.15,15,5,11,,Health & Fitness,Meditation,English
22489,24.99,499,3.4,18,6,90,,Office Productivity,Apple,English
22365,29.99,847,3.7,25,5,18,,Music,Music Production,English
22521,34.99,318,4.1,41,8,34,359,Health & Fitness,Sports,English
22065,19.99,1200,4.45,29,15,37,,Development,Programming Languages,English
22486,49.99,1503,4.65,75,31,31,,Photography & Video,Digital Photography,English
22461,49.99,9563,4.4,477,198,56,,Design,Design Tools,English
22591,19.99,3107,4.3153667,1077,190,12,,IT & Software,Network & Security,English
22644,24.99,530,4.25,63,29,24,,Business,Project Management,English
22445,0,40362,4.2,760,202,13,,Design,Graphic Design & Illustration,English
22750,49.99,7177,4.5,814,187,81,,Development,Programming Languages,English
22643,99.99,1949,3.95,206,64,89,449,Business,Communication,English
22724,49.99,711,4.357143,7,4,31,276,Health & Fitness,Meditation,English
22820,19.99,83,3.6,15,9,59,394,Marketing,Video & Mobile Marketing,Spanish
22584,24.99,464,3.3,22,9,19,,Development,Mobile Development,English
22858,29.99,182,3.8,15,8,47,,Personal Development,Personal Transformation,English
22964,24.99,180,3.2,5,2,141,,Design,Web Design,English
22809,49.99,3456,5,340,53,117,212,Teaching & Academics,Language Learning,English
23114,429,1105,4.35,93,25,229,1589,Development,Web Development,Spanish
23065,19.99,966,4.2,10,4,21,309,Personal Development,Career Development,English
22863,19.99,63,4.0833335,6,1,34,230,Design,Web Design,English
22878,0,144093,4.4,2578,423,98,,Development,Mobile Development,English
23053,99.99,14644,4.6,,26,43,206,Photography & Video,Video Design,English
23427,39.99,381,3.8,48,15,46,,Design,Design Tools,English
23313,0,3803,4.7,117,12,35,678,Health & Fitness,Other Health & Fitness,English
23161,49.99,14014,4.3,370,123,119,,Design,Design Tools,English
23346,49.99,2600,4.25,75,32,163,,Design,Design Tools,English
22515,19.99,253,4.3,12,5,17,,Business,Industry,English
22990,0,20063,3.55,317,99,15,106,Personal Development,Personal Transformation,English
23534,0,13809,4.55,393,70,34,,IT & Software,Hardware,English
23231,19.99,450,4.65,21,13,14,130,Business,Entrepreneurship,English
23742,34.99,18006,4.366667,1560,332,64,595,Development,Web Development,English
23477,0,12252,4.25,175,43,10,,Development,Web Development,English
23520,49.99,4623,4.7,386,122,112,,Design,Design Tools,English
23354,19.99,395,4.45,32,15,24,173,Health & Fitness,Yoga,English
23865,44.99,3119,4.45,695,344,76,,Teaching & Academics,Online Education,Spanish
23640,44.99,179,3.85,14,9,15,,Photography & Video,Digital Photography,English
23887,0,52588,4.4583335,1231,null,93,,Photography & Video,Portrait Photography,English
23710,29.99,1571,4.7,337,116,21,,Lifestyle,Beauty & Makeup,English
23738,29.99,2578,3.65,99,53,102,,Photography & Video,Digital Photography,English
23778,49.99,86,3.75,15,2,52,,Business,Communication,English
23864,429,3866,4.5641026,747,185,558,4573,Development,Web Development,Spanish
23840,49.99,2691,4.5,124,25,87,733,Design,Design Tools,English
23918,24.99,437,3.85,51,12,6,55,Business,Sales,English
23926,34.99,261,4.45,26,8,17,,Business,Communication,English
23412,99.99,1546,3.85,30,10,53,281,Office Productivity,Other Office Productivity,English
23872,24.99,235,4.25,8,1,57,612,Personal Development,Career Development,English
23757,379,5926,4.4,223,54,105,763,Development,Web Development,Spanish
23881,24.99,1953,4.25,186,38,6,,Business,Communication,English
23902,64.99,74,4.6,5,1,31,135,Business,Media,English
23911,29.99,1837,3.65,463,87,6,48,Business,Sales,English
23931,44.99,3970,4.15,283,116,22,,Photography & Video,Photography,English
23909,29.99,429,4.2,42,17,6,59,Business,Sales,English
23939,19.99,281,4.3333335,6,3,19,,IT & Software,IT Certifications,English
23972,24.99,7869,4.3157897,1287,275,28,,Business,Communication,English
23930,24.99,416,4.45,26,5,71,829,Design,Other Design,English
23928,379,4756,3.55,48,17,113,,Development,Web Development,Spanish
23975,49.99,1639,4.6,17,7,98,527,Design,Design Tools,English
23942,34.99,358,3.95,38,10,31,,Teaching & Academics,Test Prep,English
24047,19.99,32,4.8,5,1,15,97,Personal Development,Happiness,English
24035,49.99,2177,4.75,43,19,73,529,Design,Design Tools,English
23944,99.99,6581,4.3,17,5,23,203,Design,Design Tools,English
23990,0,7980,4.3,128,35,10,98,Lifestyle,Home Improvement & Gardening,English
24020,19.99,113,4.428571,7,2,32,120,Business,Media,English
24147,0,17699,3.85,261,97,6,97,Business,Media,English
24077,19.99,104,3.7,,12,16,24,Business,Media,English
24057,49.99,83,4.05,15,3,33,,Design,Design Tools,English
24251,24.99,216,4.3333335,6,3,16,67,Development,Mobile Development,English
24222,19.99,3865,3.65,153,42,29,224,IT & Software,Operating Systems & Servers,English
24318,0,7633,4.15,250,77,29,,Business,Real Estate,Spanish
24096,49.99,8462,4.6,541,122,152,,Design,3D & Animation,English
24368,69.99,105,4,13,9,54,127,Personal Development,Motivation,Spanish
24334,19.99,25892,3.65,241,63,32,,Development,Web Development,English
24171,379,3184,4.65,25,8,181,,Development,Web Development,Spanish
24653,0,3250,4.2,115,28,19,,Marketing,Public Relations,English
24662,0,5151,3.7857144,7,2,12,,Business,Project Management,English
24683,0,7472,4.05,44,8,12,,Business,Project Management,English
24587,29.99,468,3.357143,7,4,22,,Personal Development,Career Development,English
24599,49.99,96,4.857143,7,1,28,,Personal Development,Career Development,English
24693,0,13617,4.8,327,73,54,,Health & Fitness,Meditation,English
24053,29.99,1484,4.1,38,20,18,59,Health & Fitness,Nutrition & Diet,English
24607,0,6582,3.7,50,7,27,,Business,Project Management,English
24422,139.99,4049,4.486111,699,183,44,,Development,Programming Languages,English
24792,24.99,386,3.9,10,1,25,,Teaching & Academics,Social Science,English
24823,0,1752364,4.4443827,96582,14919,74,,Development,Programming Languages,English
25590,29.99,89,4.0833335,6,1,22,,Design,Design Tools,English
25044,19.99,566,4.8,100,29,19,,Personal Development,Happiness,English
24887,49.99,69,4.2,20,10,42,290,IT & Software,IT Certifications,English
25924,39.99,101,3.0555556,9,2,7,,Development,Software Testing,English
25794,29.99,1125,3.9,35,16,17,,Finance & Accounting,Finance,English
24902,19.99,340,3.7,14,6,53,,Teaching & Academics,Social Science,English
25584,0,206016,4.3773584,3868,658,96,,Development,Mobile Development,English
24877,79.99,2671,4.55,653,80,42,,Finance & Accounting,Accounting & Bookkeeping,English
25481,0,9289,4.3,132,33,42,,Development,Web Development,Spanish
25557,29.99,3107,4.4,75,29,14,null,Personal Development,Career Development,English
25581,19.99,2592,4,48,12,28,97,Marketing,Marketing Fundamentals,English
25671,64.99,7195,4.562827,1302,236,32,146,Business,Communication,English
25140,19.99,1389,3.3,14,4,43,345,Personal Development,Personal Transformation,English
25806,189.99,296,4.4,10,3,54,null,Business,Communication,English
25111,49.99,379,4.05,13,null,18,null,Development,Web Development,English
25118,429,2674,4.5,572,168,548,3809,Development,Programming Languages,Spanish
25407,0,19142,3.5,411,112,16,38,Business,Media,English
25457,39.99,221,4.2,34,19,32,,Business,Industry,English
25998,29.99,278,4.05,22,5,30,526,Finance & Accounting,Finance,English
26336,169.99,2933,4.25,624,217,47,1512,Business,Project Management,Spanish
26283,19.99,8157,3.7,102,40,97,,Personal Development,Personal Transformation,English
26090,0,15205,4.25,236,80,17,,Business,Entrepreneurship,English
26433,0,96807,4.28125,5684,1753,13,,Teaching & Academics,Teacher Training,English
26098,0,9184,3.8,,64,90,,Marketing,Digital Marketing,Spanish
25624,49.99,3075,4.3,92,32,60,,Marketing,Search Engine Optimization,English
26044,34.99,2794,3.85,330,70,12,129,Health & Fitness,General Health,English
26006,19.99,218,4.75,20,8,67,,Development,Web Development,Spanish
26100,24.99,4366,4.5359282,1157,138,10,,Office Productivity,Microsoft,English
26092,109.99,21245,4.4,2098,590,75,375,Office Productivity,Microsoft,Spanish
26359,49.99,134,3.8333333,9,2,32,,Personal Development,Personal Transformation,English
25979,49.99,289,4.5,41,10,23,,Office Productivity,Microsoft,English
26194,29.99,895,3.35,13,2,152,410,Development,Game Development,English
26105,49.99,2312,4.3,475,51,11,,Office Productivity,Microsoft,English
25946,49.99,607,4.7,49,21,155,,Design,Design Tools,English
26438,49.99,196,3.95,19,6,21,,Lifestyle,Food & Beverage,English
26274,24.99,452,4.2,24,10,78,,Design,Design Tools,English
26454,39.99,319,3.65,51,14,8,136,Business,Industry,English
26559,189.99,671,4.1,104,32,53,,Business,Communication,Italian
26589,199.99,4707,4.857143,706,223,119,1009,Business,Communication,English
26276,49.99,211,4.9,11,3,17,,Design,Design Tools,English
26557,99.99,2157,4.25,25,7,12,,Design,Design Tools,English
26484,19.99,1577,4.3,87,39,12,,Finance & Accounting,Finance,English
26482,39.99,2085,3.3,490,170,12,51,Business,Industry,English
26681,0,18980,4.05,181,46,11,,Marketing,Other Marketing,English
26495,49.99,8589,4.05,359,91,101,,IT & Software,Network & Security,English
25955,19.99,253,4,47,11,13,96,Teaching & Academics,Science,English
26805,19.99,6340,3.85,84,24,19,173,Marketing,Video & Mobile Marketing,English
26623,44.99,1403,4.55,64,14,29,,Personal Development,Parenting & Relationships,English
26089,49.99,11364,4.4880953,3694,474,10,,Office Productivity,Microsoft,English
26648,19.99,1749,4.5555553,9,2,64,,Music,Instruments,English
26597,49.99,408,4.1,32,16,22,,Design,Design Tools,English
26591,49.99,948,4.75,72,17,148,,Office Productivity,Microsoft,English
